path,start,end,x_pix,y_pix,label
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000013/rand05/13-10-2010_0800_175_23,1,16,134.0,173.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000014/rand01/13-10-2010_0900_271_70,1,16,45.0,129.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000014/rand02/13-10-2010_0900_204_67,1,16,112.0,132.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000014/rand03/13-10-2010_0900_206_59,1,16,110.0,140.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000014/rand04/13-10-2010_0900_146_35,1,16,170.0,164.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000014/rand05/13-10-2010_0900_130_48,1,16,186.0,151.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000015/rand01/13-10-2010_1000_147_63,1,16,177.0,139.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000015/rand02/13-10-2010_1000_244_95,1,16,80.0,107.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000015/rand03/13-10-2010_1000_230_51,1,16,94.0,151.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000015/rand04/13-10-2010_1000_275_30,1,16,49.0,172.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000015/rand05/13-10-2010_1000_230_39,1,16,94.0,163.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000016/rand01/13-10-2010_1100_279_33,1,16,54.0,171.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000016/rand02/13-10-2010_1100_164_4,1,16,169.0,200.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000016/rand03/13-10-2010_1100_211_73,1,16,122.0,131.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000016/rand04/13-10-2010_1100_211_93,1,16,122.0,111.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000016/rand05/13-10-2010_1100_124_42,1,16,209.0,162.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000017/rand01/13-10-2010_1200_286_63,1,16,57.0,143.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000017/rand02/13-10-2010_1200_177_62,1,16,166.0,144.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000017/rand03/13-10-2010_1200_233_52,1,16,110.0,154.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000017/rand04/13-10-2010_1200_259_1,1,16,84.0,205.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000017/rand05/13-10-2010_1200_308_1,1,16,35.0,205.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000018/rand01/13-10-2010_1300_140_53,1,16,213.0,154.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000018/rand02/13-10-2010_1300_286_36,1,16,67.0,171.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000018/rand03/13-10-2010_1300_196_43,1,16,157.0,164.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000018/rand04/13-10-2010_1300_294_23,1,16,59.0,184.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000018/rand05/13-10-2010_1300_262_48,1,16,91.0,159.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000019/rand01/13-10-2010_0900_273_187,1,16,43.0,12.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000019/rand02/13-10-2010_0900_156_131,1,16,160.0,68.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000019/rand03/13-10-2010_0900_184_113,1,16,132.0,86.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000019/rand04/13-10-2010_0900_265_156,1,16,51.0,43.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000019/rand05/13-10-2010_0900_178_169,1,16,138.0,30.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000020/rand01/13-10-2010_1000_295_141,1,16,29.0,61.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000020/rand02/13-10-2010_1000_260_183,1,16,64.0,19.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000020/rand03/13-10-2010_1000_251_117,1,16,73.0,85.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000020/rand04/13-10-2010_1000_261_169,1,16,63.0,33.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000020/rand05/13-10-2010_1000_285_163,1,16,39.0,39.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000021/rand01/13-10-2010_1100_124_155,1,16,209.0,49.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000021/rand02/13-10-2010_1100_269_143,1,16,64.0,61.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000021/rand03/13-10-2010_1100_129_192,1,16,204.0,12.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000021/rand04/13-10-2010_1100_199_154,1,16,134.0,50.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000021/rand05/13-10-2010_1100_220_111,1,16,113.0,93.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000022/rand01/13-10-2010_1200_216_144,1,16,127.0,62.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000022/rand02/13-10-2010_1200_154_166,1,16,189.0,40.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000022/rand03/13-10-2010_1200_161_195,1,16,182.0,11.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000022/rand04/13-10-2010_1200_251_181,1,16,92.0,25.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000022/rand05/13-10-2010_1200_176_160,1,16,167.0,46.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000023/rand01/06-11-2011_0200_257_39,1,16,123.0,73.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000023/rand02/06-11-2011_0200_309_1,1,16,71.0,111.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000023/rand03/06-11-2011_0200_298_48,1,16,82.0,64.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000023/rand04/06-11-2011_0200_160_33,1,16,220.0,79.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000023/rand05/06-11-2011_0200_272_41,1,16,108.0,71.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000024/rand01/06-11-2011_0300_252_75,1,16,125.0,39.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000024/rand02/06-11-2011_0300_158_20,1,16,219.0,94.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000024/rand03/06-11-2011_0300_236_54,1,16,141.0,60.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000024/rand04/06-11-2011_0300_162_1,1,16,215.0,113.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000024/rand05/06-11-2011_0300_191_50,1,16,186.0,64.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000025/rand01/06-11-2011_0400_253_14,1,16,121.0,101.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000025/rand02/06-11-2011_0400_253_46,1,16,121.0,69.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000025/rand03/06-11-2011_0400_151_20,1,16,223.0,95.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000025/rand04/06-11-2011_0400_222_89,1,16,152.0,26.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000025/rand05/06-11-2011_0400_241_65,1,16,133.0,50.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000026/rand01/06-11-2011_0500_283_0,1,16,89.0,117.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000026/rand02/06-11-2011_0500_270_78,1,16,102.0,39.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000026/rand03/06-11-2011_0500_211_90,1,16,161.0,27.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000026/rand04/06-11-2011_0500_303_0,1,16,69.0,117.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000026/rand05/06-11-2011_0500_209_74,1,16,163.0,43.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000027/rand01/06-11-2011_0600_225_91,1,16,146.0,28.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000027/rand02/06-11-2011_0600_300_2,1,16,71.0,117.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000027/rand03/06-11-2011_0600_155_49,1,16,216.0,70.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000027/rand04/06-11-2011_0600_177_45,1,16,194.0,74.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000027/rand05/06-11-2011_0600_199_61,1,16,172.0,58.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000028/rand01/06-11-2011_0700_278_57,1,16,92.0,63.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000028/rand02/06-11-2011_0700_157_70,1,16,213.0,50.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000028/rand03/06-11-2011_0700_247_40,1,16,123.0,80.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000028/rand04/06-11-2011_0700_233_66,1,16,137.0,54.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000028/rand05/06-11-2011_0700_244_46,1,16,126.0,74.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000029/rand01/06-11-2011_0800_166_41,1,16,201.0,81.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000029/rand02/06-11-2011_0800_145_0,1,16,222.0,122.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000029/rand03/06-11-2011_0800_275_59,1,16,92.0,63.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000029/rand04/06-11-2011_0800_248_74,1,16,119.0,48.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000029/rand05/06-11-2011_0800_292_47,1,16,75.0,75.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000030/rand01/06-11-2011_0900_278_71,1,16,86.0,54.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000030/rand02/06-11-2011_0900_156_63,1,16,208.0,62.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000030/rand03/06-11-2011_0900_258_78,1,16,106.0,47.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000030/rand04/06-11-2011_0900_300_15,1,16,64.0,110.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000030/rand05/06-11-2011_0900_185_50,1,16,179.0,75.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000031/rand01/06-11-2011_1000_198_91,1,16,162.0,37.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000031/rand02/06-11-2011_1000_190_84,1,16,170.0,44.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000031/rand03/06-11-2011_1000_237_47,1,16,123.0,81.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000031/rand04/06-11-2011_1000_306_13,1,16,54.0,115.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000031/rand05/06-11-2011_1000_186_37,1,16,174.0,91.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000032/rand01/06-11-2011_1100_285_2,1,16,72.0,128.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000032/rand02/06-11-2011_1100_172_73,1,16,185.0,57.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000032/rand03/06-11-2011_1100_298_10,1,16,59.0,120.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000032/rand04/06-11-2011_1100_155_50,1,16,202.0,80.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000032/rand05/06-11-2011_1100_150_21,1,16,207.0,109.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000033/rand01/06-11-2011_1200_267_35,1,16,88.0,98.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000033/rand02/06-11-2011_1200_192_35,1,16,163.0,98.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000033/rand03/06-11-2011_1200_276_8,1,16,79.0,125.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000033/rand04/06-11-2011_1200_175_74,1,16,180.0,59.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000033/rand05/06-11-2011_1200_299_9,1,16,56.0,124.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000034/rand01/06-11-2011_1300_245_69,1,16,107.0,67.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000034/rand02/06-11-2011_1300_211_51,1,16,141.0,85.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000034/rand03/06-11-2011_1300_269_35,1,16,83.0,101.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000034/rand04/06-11-2011_1300_180_42,1,16,172.0,94.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000034/rand05/06-11-2011_1300_250_76,1,16,102.0,60.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000035/rand01/06-11-2011_1400_158_41,1,16,192.0,98.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000035/rand02/06-11-2011_1400_242_71,1,16,108.0,68.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000035/rand03/06-11-2011_1400_284_69,1,16,66.0,70.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000035/rand04/06-11-2011_1400_184_34,1,16,166.0,105.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000035/rand05/06-11-2011_1400_262_37,1,16,88.0,102.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000036/rand01/06-11-2011_1500_173_19,1,16,176.0,123.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000036/rand02/06-11-2011_1500_251_30,1,16,98.0,112.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000036/rand03/06-11-2011_1500_186_85,1,16,163.0,57.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000036/rand04/06-11-2011_1500_177_21,1,16,172.0,121.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000036/rand05/06-11-2011_1500_134_52,1,16,215.0,90.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000037/rand01/06-11-2011_1600_305_38,1,16,43.0,108.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000037/rand02/06-11-2011_1600_219_47,1,16,129.0,99.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000037/rand03/06-11-2011_1600_178_71,1,16,170.0,75.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000037/rand04/06-11-2011_1600_306_15,1,16,42.0,131.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000037/rand05/06-11-2011_1600_252_35,1,16,96.0,111.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000038/rand01/06-11-2011_1700_266_74,1,16,81.0,75.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000038/rand02/06-11-2011_1700_273_53,1,16,74.0,96.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000038/rand03/06-11-2011_1700_282_58,1,16,65.0,91.0,1
